Date,FB US Equity,SPY US Equity,MSCI US Equity,700 HK Equity,PG US Equity
20160502,118.57,207.97,76,158.9,80.97
20160503,117.43,206.1592,74.89,155.3,81.1
20160504,118.06,205.01,74.75,154.5,81.6
20160505,117.81,204.97,74.8,153.2,81.3
20160506,119.49,205.72,75.38,153.9,82.13
20160509,119.24,205.8892,76.41,155.1,82.12
20160510,120.5,208.45,77.37,156.4,82.48
20160511,119.52,206.5,76.59,156.5,82.15
20160512,120.28,206.56,75.69,154.2,82.41
20160513,119.81,204.76,75.11,155.1,81.23
20160516,118.67,206.78,74.99,159.9,81.63
20160517,117.35,204.8508,74.51,162.9,80.62
20160518,117.65,204.91,74.98,161.1,79.85
20160519,116.81,204.2,75.29,157.2,80.19
20160520,117.35,205.49,75.99,158.5,80.02
20160523,115.97,205.21,76.31,159.1,80.2
20160524,117.7,207.87,78.94,160.5,80.97
20160525,117.89,209.28,78.58,164.5,81.48
20160526,119.47,209.34,78.45,163.8,81.22
20160527,119.38,210.24,79.32,171.2,81.43
20160531,118.81,209.84,79.79,173.3,81.04
20160601,118.78,210.27,78.71,170.4,81.79
20160602,118.93,210.91,78.65,170.2,81.95
20160603,118.47,210.28,77.11,170.8,82.47
20160606,118.79,211.35,77.36,173.8,82.77
20160607,117.76,211.68,77.88,176.6,82.32
20160608,118.39,212.37,78.05,175.9,82.65
20160609,118.56,212.08,78.07,175.9,83.17
20160610,116.62,210.07,76.72,175.1,83.2
20160613,113.95,208.4492,75.81,169.5,82.57
20160614,114.94,208.04,74.52,168.3,83.35
20160615,114.6,207.75,74.3,173,82.95
20160616,114.39,208.37,74.25,168.8,83.41
20160617,113.02,206.52,73.67,168.9,83.13
20160620,113.37,207.85,74.55,170.7,83.04
20160621,114.38,208.44,74.87,172.9,83.41
20160622,113.91,208.1,74.83,177.1,83.57
20160623,115.08,210.81,76.66,176.1,84.21
20160624,112.08,203.13,73.73,173.8,82.26
20160627,108.97,199.6,71.86,170.9,81.23
20160628,112.7,203.1997,73.81,170.5,82.46
20160629,114.16,206.66,74.91,172.4,83.91
20160630,114.28,209.475,77.12,176.1,84.67
20160701,114.19,209.9208,76.93,176.1,84.78
20160705,114,208.41,76.78,176.4,85.44
20160706,116.7,209.66,77.62,174.3,85.03
20160707,115.85,209.526,78.45,176.3,84.83
20160708,117.24,212.65,79.45,177,85.77
20160711,117.87,213.4,79.38,180,85.75
20160712,117.93,214.95,81.02,180.9,85.75
20160713,116.78,214.92,81.5,181.2,85.89
20160714,117.29,216.12,81.71,183.5,85.87
20160715,116.86,215.83,81.49,184.8,86.01
20160718,119.37,216.4092,81.17,185,85.93
20160719,120.61,216.19,81.97,183.3,86.17
20160720,121.92,217.085,82.56,185.6,85.32
20160721,120.61,216.265,82.47,184.6,85.26
20160722,121,217.24,82.93,185.2,85.72
20160725,121.63,216.65,82.97,188,85.8
20160726,121.22,216.75,83.56,186.3,85.27
20160727,123.34,216.52,83.5,189,84.46
20160728,125,216.77,84.85,189,84.81
20160729,123.94,217.12,86.04,186.5,85.59
20160801,124.31,216.94,86,184.5,86.41
20160802,123.09,215.5492,84.76,184.5,86.76
20160803,122.51,216.18,84.98,181.5,85.97
20160804,124.36,216.4097,85.38,182.6,86.05
20160805,125.15,218.18,86.82,184.6,85.78
20160808,125.26,218.05,86.11,188.8,85.76
20160809,125.06,218.18,86.22,188.2,85.99
20160810,124.88,217.64,86.09,188,86.31
20160811,124.9,218.65,86.13,188.7,86.73
20160812,124.88,218.46,86.29,187.8,87.04
20160815,123.9,219.09,87.5,191.1,87.02
20160816,123.3,217.96,86.65,195.4,86.58
20160817,124.37,218.37,87,193,86.96
20160818,123.91,218.86,87.17,203,87.44
20160819,123.56,218.54,87.32,201.8,87.31
20160822,124.15,218.53,87.38,204.8,86.85
20160823,124.37,218.97,87.65,203.6,87.4
20160824,123.48,217.85,88.11,201,87.31
20160825,123.89,217.7,88.66,199.5,87.9
20160826,124.96,217.29,88.91,200.4,87.58
20160829,126.54,218.3608,89.78,201.4,88.3
20160830,125.84,218,89.97,204.8,87.54
20160831,126.12,217.38,90.12,201.8,87.31
20160901,126.17,217.39,89.27,202.6,88.31
20160902,126.51,218.37,89.55,201.8,88.2
20160906,129.73,219.0308,88.6,215,88.64
20160907,131.05,219.01,89.06,213.2,87.95
20160908,130.27,218.51,87.25,215,87.78
20160909,127.1,213.28,84.73,213.8,86.24
20160912,128.69,216.34,85.96,207,88.25
20160913,127.21,213.23,84.87,208,87.05
20160914,127.77,213.15,84.7,208.6,87.01
20160915,128.35,215.28,85.86,209.8,88.06
20160916,129.07,213.37,85.36,209.8,88.05
20160919,128.65,213.41,85.24,209.4,88.37
20160920,128.64,213.42,85.66,209,88.58
20160921,129.94,215.82,86.74,211.2,87.8
20160922,130.08,217.18,86.77,214.6,88.99
20160923,127.96,215.99,86.4,218.2,87.76
20160926,127.31,214.24,85.48,213,87.85
20160927,128.69,215.57,85.31,215.8,88.36
20160928,129.23,216.64,84.9,216.6,89.46
20160929,128.09,214.68,83.52,217.6,88.23
20160930,128.27,216.3,83.94,213,89.75
20161003,128.77,215.78,83.51,216.8,88.66
20161004,128.19,214.68,83.02,217.4,88.35
20161005,128.47,215.63,83.21,217.4,88.85
20161006,128.74,215.78,83.12,217.4,89.22
20161007,128.99,215.04,82.66,216.2,90
20161011,128.88,213.43,80.1,215.8,88.54
20161012,129.05,213.71,81.92,213.4,88.57
20161013,127.82,213.01,81.96,210,88.24
20161014,127.88,213.12,82.91,209,88.43
20161017,127.54,212.38,82.92,208.8,87.83
20161018,128.57,213.71,83,212.4,87.45
20161019,130.11,214.28,82.93,212.8,85.54
20161020,130,213.88,82.43,214.2,84.93
20161021,132.07,213.98,82.9,214.2,84.33
20161024,133.28,214.89,83.22,215.4,84.1
20161025,132.29,214.17,83.19,214.8,86.97
20161026,131.04,213.74,82.93,212.2,87.4
20161027,129.69,213.17,79.6,210.6,86.58
20161028,131.29,212.54,78.95,208,86.84
20161031,130.99,212.55,80.19,205.8,86.8
20161101,129.5,211.01,79.18,207.2,86.85
20161102,127.17,209.74,78.82,204.4,86.74
20161103,120,208.78,79.08,202,86.6
20161104,120.75,208.55,79.37,200,85.08
20161107,122.15,213.15,80.86,204.2,86.56
20161108,124.22,214.11,81.08,205.6,87.46
20161109,123.18,216.3792,81.79,202.4,85.93
20161110,120.8,216.92,81.17,208.2,82.96
20161114,115.08,216.59,77.56,192.6,83
20161115,117.2,218.28,77.51,193.2,83.62
20161116,116.34,217.87,77.93,196.9,83.19
20161117,117.79,218.99,79.5,194.8,83.07
20161118,117.02,218.5,79.69,195.4,82
20161121,121.77,220.15,80.41,193.6,82.64
20161122,121.47,220.58,80.01,195.8,82.76
20161123,120.84,220.7,80.19,194.3,82.68
20161125,120.38,221.52,80.78,193,83.46
20161128,120.41,220.48,80.28,195.3,83.07
20161129,120.87,220.91,80.63,193,82.89
20161130,118.42,220.38,78.8,193.7,82.46
20161201,115.1,219.57,77.14,194.5,81.86
20161202,115.4,219.68,79.33,191,82.4
20161205,117.43,221,80.75,190,82.99
20161206,117.31,221.7,79.49,189.9,82.91
20161207,117.95,224.6,80.76,190.2,84.18
20161208,118.91,225.15,80.7,190.9,83.5
20161209,119.68,226.51,81.46,188.2,84.37
20161212,117.77,226.25,80.48,185.1,85.13
20161213,120.31,227.76,81.04,186.3,85.18
20161214,120.21,225.88,79.85,186.8,84.37
20161215,120.57,226.81,80.54,184,84.68
20161216,119.87,225.04,79.9,183.9,84.68
20161219,119.24,225.53,80.25,182.2,84.71
20161220,119.09,226.4,80.74,181.7,84.57
20161221,119.04,225.77,79.66,182.2,84.28
20161222,117.4,225.38,78.49,181.5,84.47
20161223,117.27,225.71,78.59,179.7,84.96
20161227,118.01,226.27,78.85,179.7,84.6
20161228,116.92,224.4,78.36,183.6,84.07
20161229,116.35,224.35,78.57,187.6,84.35
20161230,115.05,223.53,78.78,189.7,84.08
20170103,116.86,225.24,78.71,189.4,84.2
20170104,118.69,226.58,80.71,189,84.5
20170105,120.67,226.4,81.64,193.3,85.06
20170106,123.41,227.21,83.4,195.1,85.03
20170109,124.9,226.46,82.68,195.6,84.4
20170110,124.35,226.46,81.52,198,83.49
20170111,126.09,227.1,81.52,200.8,83.75
20170112,126.62,226.53,81.25,198.8,83.84
20170113,128.34,227.05,82.4,199.7,84.01
20170117,127.87,226.25,81.1,197.7,85.21
20170118,127.92,226.75,82.29,199.7,84.93
20170119,127.55,225.91,81.16,199.5,84.7
20170120,127.04,226.74,81.75,197.7,87.45
20170123,128.93,226.15,82.13,197.8,86.96
20170124,129.37,227.6,82.21,197.8,87.86
20170125,131.48,229.57,82.72,200.8,87.16
20170126,132.78,229.33,83.51,205,86.6
20170127,132.18,228.97,82.76,204.4,86.72
20170130,130.98,227.55,83.61,204.4,86.75
20170131,130.32,227.53,82.75,204.4,87.6
20170201,133.23,227.62,83.75,206.6,87.33
20170202,130.84,227.77,88.91,205.2,87.76
20170203,130.98,229.34,91.65,205,87.41
20170206,132.06,228.93,93.07,207.4,87.4
20170207,131.84,228.94,92.65,205.4,88.01
20170208,134.2,229.24,92.61,204,88.33
20170209,134.14,230.6,90.33,204.2,88.67
20170210,134.19,231.51,91.22,202.6,87.97
20170213,134.05,232.77,92.79,203.6,88.31
20170214,133.85,233.7,93.95,202.8,87.86
20170215,133.44,234.92,94.58,206.6,91.12
20170216,133.84,234.72,94.2,212,90.79
20170217,133.53,235.09,94.27,212.2,91.09
20170221,133.72,236.49,94.52,211,91.67
20170222,136.12,236.28,94.95,215,91.44
20170223,135.36,236.44,94.99,214.8,91.13
20170224,135.44,236.74,95.54,211.2,91.05
20170227,136.41,237.11,95.53,210.2,90.89
20170228,135.54,236.47,94.59,207,91.07
20170301,137.42,239.78,95.88,206.8,91.66
20170302,136.76,238.27,94.95,206.4,90.91
20170303,137.17,238.42,95.44,207.2,90.5
20170306,137.42,237.71,94.75,209.2,90.37
20170307,137.3,237,95.45,211.8,90.29
20170308,137.72,236.56,94.46,212.2,90.14
20170309,138.24,236.86,94.44,209.8,90.34
20170310,138.79,237.69,94.87,212.4,91.07
20170313,139.6,237.81,95.3,215.4,91.31
20170314,139.32,236.9,96.33,214.6,91
20170315,139.72,238.95,99.31,214.6,91.4
20170316,139.99,238.48,97.67,220.8,91.44
20170317,139.84,237.03,97.33,222,91
20170320,139.94,236.77,97.42,228.2,91.22
20170321,138.51,233.73,95.55,228.8,91.19
20170322,139.59,234.28,96.11,225.2,90.99
20170323,139.53,234.03,97.12,223,90.77
20170324,140.34,233.86,97.44,225.2,90.57
20170327,140.32,233.62,96.62,224.8,90.49
20170328,141.76,235.32,96.61,226,90.76
20170329,142.65,235.54,96.4,228,90.6
20170330,142.41,236.29,96.71,225.2,90.2
20170331,142.05,235.74,97.19,222.8,89.85
20170403,142.28,235.33,96.76,225.2,89.68
20170404,141.73,235.48,96.59,225.2,89.91
20170405,141.85,234.78,97.85,228.8,89.97
20170406,141.17,235.44,97.79,228,89.4
20170407,140.78,235.2,97.93,227.2,89.23
20170410,141.04,235.34,97.25,226.4,89.49
20170411,139.92,235.06,97.5,225,89.8
20170412,139.58,234.03,97.31,231,90.31
20170413,139.39,232.51,96.26,230.6,90.03
20170417,141.42,234.57,97.99,230.6,90.39
20170418,140.96,233.87,97.7,228,90.8
20170419,142.27,233.44,98.15,230.2,89.6
20170420,143.8,235.34,98.73,236.6,89.33
20170421,143.68,234.59,98.03,236.4,88.62
20170424,145.47,237.17,98.66,238,89.55
20170425,146.49,238.55,99.45,242.8,90
20170426,146.56,238.4,99.62,241.6,87.74
20170427,147.7,238.6,100.4,244.6,87.69
20170428,150.25,238.08,100.32,243.4,87.33
20170501,152.46,238.68,100.63,243.4,87.09
20170502,152.78,238.77,101.94,248.4,86.22
20170503,151.8,238.48,101.41,248.4,86.43
20170504,150.85,238.76,97.59,243.8,86.45
20170505,150.24,239.7,99.54,243.8,86.5
20170508,151.06,239.66,98.21,244.8,86.55
20170509,150.48,239.44,97.65,250.8,86.4
20170510,150.29,239.87,98.27,250.4,86.49
20170511,150.04,239.38,98.28,254.6,86.17
20170512,150.33,238.98,97.77,258.2,86.19
20170515,150.19,240.3,98.8,259,86.33
20170516,149.78,240.08,98.15,258.8,86.24
20170517,144.85,235.82,97.02,259.8,86.26
20170518,147.66,236.77,97.26,264,85.87
20170519,148.06,238.31,98.88,268.4,86.24
20170522,148.24,239.52,99.36,275.4,86.21
20170523,148.07,240.05,98.91,275.2,86.08
20170524,150.04,240.61,100.01,273.6,86.5
20170525,151.96,241.76,100.93,277.2,86.86
20170526,152.13,241.71,100.51,278,87.25
20170530,152.38,241.5,100.07,274.8,87.4
20170531,151.46,241.44,101.73,267.6,88.09
20170601,151.53,243.36,104.02,271.2,88.13
20170602,153.61,244.17,104.46,270,88.59
20170605,153.63,243.99,104.59,271.6,88.74
20170606,152.81,243.21,104.17,273.6,88.8
20170607,153.12,243.66,103.93,272.8,88.77
20170608,154.71,243.78,103.6,273.4,87.85
20170609,149.6,243.41,104.02,277.4,88.16
20170612,148.44,243.36,103.82,270.6,88.24
20170613,150.68,244.55,105.9,272.4,88.06
20170614,150.25,244.24,105.39,277.4,88.44
20170615,149.8,243.77,105.69,273,89.38
20170616,150.64,242.64,105.62,272.6,89.66
20170619,152.87,244.66,106.17,278.8,89.86
20170620,152.25,243.01,103.58,280,89.63
20170621,153.91,242.95,101.83,279.2,89.4
20170622,153.4,242.84,103.33,281.6,89.03
20170623,155.07,243.13,104.72,280.2,89.42
20170626,153.59,243.29,104.22,284,89.36
20170627,150.58,241.33,102.69,288,88.61
20170628,153.24,243.49,105,282.8,88.37
20170629,151.04,241.35,104.07,284,86.99
20170630,150.98,241.8,102.99,279.2,87.15
20170703,148.43,242.21,102.79,280.8,87.74
20170705,150.34,242.77,103.08,271,87.67
20170706,148.82,240.55,102.28,271.8,87.37
20170707,151.44,242.11,102.54,269,87.65
20170710,153.5,242.37,102.99,271.6,87.09
20170711,155.27,242.19,105.25,278.4,86.77
20170712,158.9,244.01,105.4,281.2,86.96
20170713,159.26,244.42,106.1,284.4,86.7
20170714,159.97,245.56,107.45,284.8,87.1
20170717,159.73,245.53,106.98,285,87.55
20170718,162.86,245.66,106.98,286.8,88.64
20170719,164.14,246.99,107.59,298,88.35
20170720,164.53,247.1,107.4,297,88.6
20170721,164.43,246.88,108.15,297,88.61
20170724,166,246.82,108.98,302.2,88.18
20170725,165.28,247.42,110.26,301.6,89.14
20170726,165.61,247.43,110.35,301,89.3
20170727,170.44,247.2,109.81,308.4,90.68
20170728,172.45,246.91,110.37,304.8,90.21
20170731,169.25,246.77,108.95,313.4,90.82
20170801,169.86,247.32,110.49,314.4,91.1
