Date,FB US Equity,SPY US Equity,MSCI US Equity,700 HK Equity,PG US Equity
20160323,1,0,0,-1,0
20160324,-1,0,0,-1,0
20160328,-1,1,0,-1,0
20160329,-1,0,0,0,-1
20160330,-1,0,0,0,-1
20160331,-1,1,0,1,0
20160401,-1,0,0,1,0
20160404,-1,1,0,1,0
20160405,-1,1,0,0,-1
20160406,-1,1,0,1,0
20160407,-1,1,0,-1,1
20160408,0,-1,0,1,-1
20160411,-1,-1,1,0,0
20160412,0,1,1,1,-1
20160413,0,-1,1,1,-1
20160414,0,-1,1,0,0
20160415,1,0,1,0,0
20160418,-1,0,-1,0,-1
20160419,-1,0,0,1,-1
20160420,1,0,0,1,0
20160421,0,1,0,1,-1
20160422,0,-1,0,0,0
20160425,1,0,0,0,0
20160426,1,-1,0,0,0
20160427,1,-1,0,-1,-1
20160428,-1,1,-1,-1,0
20160429,-1,0,-1,1,0
20160502,-1,0,-1,1,-1
20160503,1,1,-1,-1,1
20160504,1,0,-1,0,1
20160505,-1,0,-1,1,-1
20160506,1,0,-1,-1,0
20160509,-1,0,0,-1,-1
20160510,-1,0,-1,-1,0
20160511,1,-1,-1,-1,1
20160512,0,0,-1,0,0
20160513,1,1,1,0,1
20160516,-1,0,-1,-1,0
20160517,1,1,0,-1,1
20160518,0,1,0,1,1
20160519,1,1,0,-1,0
20160520,1,0,0,-1,1
20160523,0,0,0,1,1
20160524,-1,0,0,-1,0
20160525,0,-1,0,-1,0
20160526,1,1,0,-1,0
20160527,-1,-1,0,-1,1
20160531,0,1,0,0,-1
20160601,0,0,0,1,-1
20160602,-1,-1,0,1,-1
20160603,1,-1,0,1,-1
20160606,-1,-1,0,1,0
20160607,-1,-1,0,0,-1
20160608,1,-1,0,0,0
20160609,0,0,0,0,0
20160610,1,0,0,1,-1
20160613,1,0,0,1,0
20160614,1,0,0,1,0
20160615,1,-1,0,-1,1
20160616,-1,0,0,1,1
20160617,0,-1,0,1,-1
20160620,-1,1,0,0,0
20160621,-1,-1,0,1,0
20160622,-1,-1,0,-1,0
20160623,-1,-1,0,0,0
20160624,1,1,0,1,0
20160627,-1,1,-1,0,0
20160628,0,0,-1,-1,-1
20160629,0,1,1,-1,0
20160630,1,0,1,0,-1
20160701,1,0,1,0,0
20160705,1,1,1,0,-1
20160706,0,1,0,1,0
20160707,0,-1,0,0,-1
20160708,-1,-1,0,0,-1
20160711,-1,-1,0,1,-1
20160712,-1,-1,0,0,-1
20160713,0,1,0,-1,-1
20160714,-1,-1,-1,1,0
20160715,0,0,1,0,0
20160718,0,0,0,0,1
20160719,-1,0,0,1,-1
20160720,-1,-1,0,-1,-1
20160721,-1,1,0,-1,-1
20160722,-1,-1,-1,-1,0
20160725,-1,1,0,-1,-1
20160726,-1,1,0,-1,-1
20160727,-1,1,1,-1,1
20160728,0,-1,0,-1,0
20160729,-1,-1,0,1,0
20160801,-1,1,0,-1,0
20160802,-1,-1,0,-1,1
20160803,-1,-1,0,0,1
20160804,0,0,0,-1,1
20160805,-1,-1,-1,0,-1
20160808,1,1,-1,-1,0
20160809,1,0,-1,1,1
20160810,-1,1,-1,-1,0
20160811,-1,-1,0,-1,1
20160812,0,-1,0,0,-1
20160815,-1,0,0,-1,1
20160816,-1,1,0,-1,1
20160817,-1,0,0,0,1
20160818,-1,1,0,0,0
20160819,0,-1,0,-1,0
20160822,1,-1,0,1,-1
20160823,0,1,0,-1,0
20160824,1,1,0,0,1
20160825,1,-1,0,1,0
20160826,0,0,0,0,0
20160829,1,1,1,-1,0
20160830,1,0,0,-1,1
20160831,1,0,0,0,0
20160901,0,-1,0,-1,0
20160902,1,0,0,0,0
20160906,-1,1,0,-1,0
20160907,0,0,0,-1,0
20160908,1,0,0,-1,0
20160909,1,0,0,0,0
20160912,1,1,0,1,0
20160913,1,1,0,-1,0
20160914,-1,1,0,0,0
20160915,-1,-1,0,1,0
20160916,-1,1,1,1,0
20160919,1,0,1,0,0
20160920,0,1,1,-1,0
20160921,0,1,0,1,0
20160922,1,1,0,0,0
20160923,1,1,0,1,-1
20160926,-1,1,0,0,0
20160927,-1,0,0,-1,0
20160928,0,0,0,0,0
20160929,-1,1,0,-1,0
20160930,0,0,0,1,0
20161003,0,0,0,0,0
20161004,-1,0,0,1,-1
20161005,0,0,1,1,0
20161006,0,1,0,0,0
20161007,0,1,1,0,-1
20161011,1,1,0,0,-1
20161012,-1,1,0,0,0
20161013,-1,1,0,0,1
20161014,1,0,1,-1,-1
20161017,0,0,1,1,-1
20161018,0,1,0,0,-1
20161019,-1,1,0,1,-1
20161020,0,1,0,0,1
20161021,-1,0,0,0,1
20161024,-1,-1,0,1,1
20161025,-1,-1,0,0,1
20161026,0,-1,0,-1,0
20161027,1,-1,0,0,1
20161028,0,1,-1,1,0
20161031,0,1,-1,0,0
20161101,-1,1,-1,0,1
20161102,0,0,0,0,1
20161103,1,1,0,0,0
20161104,1,0,0,0,1
20161107,1,0,0,-1,0
20161108,1,1,0,-1,0
20161109,1,0,0,-1,0
20161110,1,-1,0,-1,-1
20161114,0,-1,0,-1,1
20161115,0,-1,0,-1,0
20161116,1,-1,0,-1,1
20161117,0,-1,0,-1,-1
20161118,0,-1,0,-1,1
20161121,0,-1,0,-1,0
20161122,0,-1,1,0,-1
20161123,-1,-1,-1,0,-1
20161125,1,-1,-1,0,0
20161128,-1,0,-1,0,0
20161129,0,0,-1,1,-1
20161130,0,-1,-1,1,0
20161201,0,0,-1,-1,0
20161202,0,-1,-1,0,0
20161205,-1,0,-1,0,-1
20161206,-1,0,-1,-1,-1
20161207,-1,-1,-1,0,-1
20161208,-1,-1,-1,0,0
20161209,0,-1,1,0,-1
20161212,0,-1,1,1,0
20161213,-1,-1,1,1,-1
20161214,-1,0,1,1,0
20161215,1,-1,1,0,-1
20161216,0,0,1,1,0
20161219,0,0,1,-1,0
20161220,1,0,1,0,0
20161221,0,-1,1,1,0
20161222,-1,1,1,0,1
20161223,0,1,-1,1,0
20161227,-1,1,-1,1,0
20161228,0,0,-1,0,0
20161229,1,1,-1,-1,-1
20161230,1,1,-1,-1,1
20170103,1,0,-1,0,0
20170104,0,-1,-1,0,0
20170105,-1,1,0,-1,-1
20170106,-1,0,-1,-1,0
20170109,-1,1,1,-1,0
20170110,1,0,1,-1,0
20170111,-1,1,-1,-1,0
20170112,-1,0,-1,1,-1
20170113,-1,0,-1,0,-1
20170117,-1,1,-1,1,-1
20170118,0,1,-1,-1,0
20170119,0,1,-1,1,0
20170120,-1,0,-1,1,-1
20170123,0,1,-1,0,0
20170124,1,0,-1,0,0
20170125,1,-1,-1,-1,0
20170126,0,1,-1,-1,0
20170127,-1,0,-1,1,1
20170130,1,0,0,1,0
20170131,-1,-1,0,1,1
20170201,0,-1,0,-1,0
20170202,1,1,0,-1,0
20170203,1,-1,-1,-1,0
20170206,0,1,-1,-1,1
20170207,1,0,0,0,-1
20170208,-1,1,0,0,1
20170209,1,-1,0,-1,-1
20170210,-1,-1,0,0,0
20170213,0,-1,0,-1,0
20170214,-1,0,0,-1,0
20170215,1,0,0,-1,-1
20170216,-1,0,0,-1,0
20170217,-1,0,0,-1,0
20170221,-1,0,0,-1,0
20170222,-1,1,1,0,-1
20170223,-1,0,1,-1,1
20170224,1,0,0,0,-1
20170227,0,0,0,1,0
20170228,0,0,-1,0,-1
20170301,-1,-1,1,0,1
20170302,1,-1,0,0,0
20170303,1,0,-1,0,0
20170306,1,0,-1,-1,1
20170307,0,0,1,-1,0
20170308,1,0,0,0,1
20170309,1,1,1,0,-1
20170310,-1,-1,0,-1,-1
20170313,1,-1,0,0,1
20170314,1,0,0,1,1
20170315,0,-1,0,0,-1
20170316,0,-1,1,1,0
20170317,-1,1,0,0,-1
20170320,1,0,0,1,-1
20170321,0,0,0,-1,1
20170322,1,-1,1,0,1
20170323,0,-1,0,1,0
20170324,1,1,0,-1,0
20170327,1,1,0,-1,-1
20170328,-1,-1,1,0,0
20170329,-1,-1,0,-1,-1
20170330,-1,0,0,-1,0
20170331,-1,1,0,0,0
20170403,1,0,0,0,-1
20170404,-1,0,0,0,0
20170405,-1,0,0,1,-1
20170406,-1,-1,0,-1,-1
20170407,1,0,0,1,0
20170410,0,1,0,1,0
20170411,-1,0,0,-1,-1
20170412,0,0,1,-1,-1
20170413,1,1,0,1,-1
20170417,0,0,0,1,-1
20170418,1,0,0,1,-1
20170419,1,1,0,1,1
20170420,0,1,0,1,0
20170421,-1,1,0,1,0
20170424,1,1,0,1,-1
20170425,-1,-1,0,0,0
20170426,0,-1,0,1,0
20170427,-1,-1,0,0,0
20170428,-1,1,0,1,0
20170501,-1,-1,0,1,0
20170502,-1,0,0,0,0
20170503,1,-1,0,0,1
20170504,0,-1,0,1,-1
20170505,1,1,0,1,1
20170508,0,0,0,0,0
20170509,-1,0,0,0,0
20170510,-1,1,0,1,1
20170511,1,0,0,0,0
20170512,0,1,0,0,0
20170515,-1,1,0,1,1
20170516,-1,0,0,1,0
20170517,1,1,0,0,1
20170518,1,0,0,0,0
20170519,0,1,0,0,1
20170522,0,-1,1,-1,0
20170523,1,1,0,-1,0
20170524,0,1,0,-1,-1
20170525,-1,0,1,-1,0
20170526,-1,0,1,-1,-1
20170530,0,1,1,-1,1
20170531,-1,1,1,1,-1
20170601,0,-1,-1,-1,-1
20170602,-1,-1,-1,-1,0
20170605,-1,1,-1,-1,1
20170606,1,-1,-1,0,-1
20170607,1,1,-1,-1,0
20170608,-1,-1,1,-1,0
20170609,0,0,1,-1,-1
20170612,1,0,1,1,0
20170613,1,0,-1,-1,1
20170614,1,-1,-1,-1,0
20170615,1,-1,1,1,0
20170616,0,0,0,-1,-1
20170619,0,0,0,-1,0
20170620,1,0,0,1,-1
20170621,-1,0,1,1,1
20170622,-1,0,1,0,0
20170623,0,0,0,0,-1
20170626,-1,-1,0,1,-1
20170627,0,-1,0,-1,0
20170628,0,0,0,1,-1
20170629,0,0,1,1,-1
20170630,1,1,0,1,-1
20170703,0,1,0,0,-1
20170705,1,1,1,0,0
20170706,1,1,1,0,1
20170707,1,1,0,0,-1
20170710,0,-1,0,-1,1
20170711,1,-1,-1,-1,-1
20170712,-1,1,0,1,-1
20170713,-1,1,0,-1,1
20170714,0,-1,0,0,-1
20170717,-1,0,0,-1,0
20170718,-1,1,0,1,-1
20170719,-1,-1,-1,-1,0
20170720,-1,-1,-1,-1,0
20170721,-1,0,-1,0,-1
20170724,0,-1,-1,0,0
20170725,0,1,0,-1,-1
20170726,0,-1,0,0,0
20170727,0,1,0,-1,-1
20170728,0,1,0,0,-1
20170731,1,1,0,1,-1
20170801,1,0,0,1,-1
