Date,Price,Signal_0.5,Signal_1,Signal_2
20160728,67.11,0,0,0
20160729,67.7,0,0,0
20160801,67.65,0,0,0
20160802,67.34,1,0,0
20160803,66.37,0,0,0
20160804,66.62,0,0,0
20160805,66.53,-1,0,0
20160808,66.49,-1,-1,0
20160809,66.62,1,0,0
20160810,66.84,1,1,0
20160811,66.74,1,1,0
20160812,66.74,1,1,1
20160815,66.26,1,1,1
20160816,66.26,0,0,0
20160817,66.46,-1,0,0
20160818,66.31,1,0,0
20160819,66.33,0,0,0
20160822,66.34,0,0,0
20160823,66.46,0,0,0
20160824,66.16,-1,-1,0
20160825,65.92,-1,0,0
20160826,65.83,0,0,0
20160829,66.1,0,0,0
20160830,65.88,0,0,0
20160831,66.09,-1,0,0
20160901,66.32,-1,-1,0
20160902,66.88,-1,0,0
20160906,67.2,0,0,0
20160907,66.72,0,0,0
20160908,66.4,1,0,0
20160909,63.56,1,1,0
20160912,64.67,-1,-1,0
20160913,63.55,1,0,0
20160914,63.12,0,0,0
20160915,63.25,0,0,0
20160916,62.8,0,0,0
20160919,62.72,-1,0,0
20160920,62.97,-1,0,0
20160921,63.5,0,0,0
20160922,64.12,0,0,0
20160923,63.87,0,0,0
20160926,63.03,-1,0,0
20160927,63.32,0,0,0
20160928,63.77,1,1,0
20160929,62.82,-1,0,0
20160930,63.23,-1,-1,0
20161003,62.85,0,0,0
20161004,61.78,0,0,0
20161005,61.22,-1,-1,0
20161006,61.78,-1,0,0
20161007,61.92,-1,-1,0
20161011,61.99,-1,-1,-1
20161012,62.54,-1,0,0
20161013,62.69,0,0,0
20161014,62.44,-1,0,0
20161017,62.43,1,0,0
20161018,62.66,1,0,0
20161019,61.91,0,0,0
20161020,61.85,0,0,0
20161021,63.7,-1,-1,0
20161024,64.95,-1,-1,0
20161025,64.71,0,0,0
20161026,64.52,1,0,0
20161027,64.43,-1,-1,0
20161028,65.88,-1,-1,0
20161031,66.12,1,0,0
20161101,65.48,1,1,0
20161102,65.12,0,0,0
20161103,65.07,-1,-1,0
20161104,64.38,1,0,0
20161107,65.27,0,0,0
20161108,65.84,-1,-1,0
20161109,64.04,1,1,0
20161110,61.72,-1,-1,0
20161114,61.19,0,0,0
20161115,61.81,0,0,0
20161116,62.66,0,0,0
20161117,62.81,0,0,0
20161118,62.77,1,1,1
20161121,63.69,0,0,0
20161122,64.21,0,0,0
20161123,64.02,-1,-1,0
20161125,64.48,-1,-1,0
20161128,64.83,0,0,0
20161129,65.18,-1,-1,0
20161130,63.93,1,0,0
20161201,62.89,1,1,0
20161202,63.99,-1,0,0
20161205,63.53,-1,0,0
20161206,64.3,1,1,0
20161207,65.41,-1,0,0
20161208,65.36,1,0,0
20161209,66.27,-1,-1,0
20161212,66.49,-1,0,0
20161213,66.69,-1,0,0
20161214,65.94,1,1,0
20161215,66.26,1,0,0
20161216,67.04,-1,0,0
20161219,67.76,-1,-1,0
20161220,67.34,-1,0,0
20161221,67.27,0,0,0
20161222,67.68,1,0,0
20161223,67.72,0,0,0
20161227,67.82,1,1,0
20161228,67.51,-1,0,0
20161229,67.85,1,1,0
20161230,67.62,0,0,0
20170103,67.63,0,0,0
20170104,67.85,1,1,0
20170105,67.93,0,0,0
20170106,68.23,0,0,0
20170109,67.95,1,1,1
20170110,67.72,1,0,0
20170111,67.65,1,0,0
20170112,67.51,0,0,0
20170113,67.58,-1,0,0
20170117,68.48,-1,0,0
20170118,69.16,-1,0,0
20170119,69.55,-1,0,0
20170120,70.01,-1,-1,0
20170123,70.55,-1,0,0
20170124,70.76,0,0,0
20170125,70.96,0,0,0
20170126,70.85,1,0,0
20170127,71.03,0,0,0
20170130,71.3,1,0,0
20170131,71.18,1,1,1
20170201,71.39,-1,0,0
20170202,71.45,-1,0,0
20170203,71.49,-1,0,0
20170206,71.29,1,1,0
20170207,72.2,0,0,0
20170208,72.15,-1,0,0
20170209,72.49,-1,0,0
20170210,72.42,-1,0,0
20170213,72.04,0,0,0
20170214,71.88,-1,0,0
20170215,72.17,0,0,0
20170216,72.71,-1,0,0
20170217,72.97,-1,0,0
20170221,73.65,0,0,0
20170222,73.6,1,0,0
20170223,74.46,-1,0,0
20170224,74.43,0,0,0
20170227,74.59,0,0,0
20170228,74.92,1,1,0
20170301,75.6,1,0,0
20170302,75.72,1,1,0
20170303,75.57,0,0,0
20170306,75.58,0,0,0
20170307,76.1,-1,0,0
20170308,75.84,0,0,0
20170309,76.19,0,0,0
20170310,76.45,-1,-1,0
20170313,75.65,1,0,0
20170314,75.34,1,1,1
20170315,75.67,0,0,0
20170316,75.3,0,0,0
20170317,75.16,1,1,1
20170320,75.58,1,1,0
20170321,75.93,-1,0,0
20170322,75.07,0,0,0
20170323,74.02,1,1,0
20170324,73.17,0,0,0
20170327,73.2,1,0,0
20170328,73.19,0,0,0
20170329,72.96,-1,0,0
20170330,72.05,0,0,0
20170331,71.42,1,1,1
20170403,71.62,-1,0,0
20170404,71.95,-1,0,0
20170405,71.93,1,0,0
20170406,71.42,-1,-1,0
20170407,71.71,0,0,0
20170410,71.76,0,0,0
20170411,72.08,0,0,0
20170412,72.16,-1,-1,0
20170413,71.3,0,0,0
20170417,72.31,-1,-1,0
20170418,72.34,0,0,0
20170419,72.11,-1,0,0
20170420,71.41,0,0,0
20170421,71.47,-1,0,0
20170424,72.55,-1,-1,0
20170425,72.43,1,1,0
20170426,71.51,1,1,1
20170427,71.53,1,0,0
20170428,71.78,1,0,0
20170501,70.8,1,0,0
20170502,70.83,0,0,0
20170503,70.22,0,0,0
20170504,70.31,-1,0,0
20170505,70.92,0,0,0
20170508,70.71,0,0,0
20170509,70.29,-1,0,0
20170510,70.31,-1,0,0
20170511,70.48,0,0,0
20170512,70.65,0,0,0
20170515,70.67,0,0,0
20170516,70.95,-1,0,0
20170517,70.55,1,0,0
20170518,70.54,-1,0,0
20170519,70.9,1,0,0
20170522,72.04,-1,0,0
20170523,72.13,0,0,0
20170524,72.85,0,0,0
20170525,74.14,-1,0,0
20170526,74.41,-1,0,0
20170530,75.07,0,0,0
20170531,75.44,-1,0,0
20170601,75.4,0,0,0
20170602,75.12,0,0,0
20170605,75.06,-1,0,0
20170606,75.27,1,0,0
20170607,75.61,0,0,0
20170608,75.21,0,0,0
20170609,75.46,-1,0,0
20170612,75.4,-1,-1,0
20170613,74.95,-1,0,0
20170614,75.75,-1,-1,0
20170615,76.41,-1,0,0
20170616,77.28,-1,0,0
20170619,77.71,0,0,0
20170620,77.33,0,0,0
20170621,77.03,1,1,1
20170622,76.48,-1,0,0
20170623,76.49,1,1,1
20170626,76.53,1,1,0
20170627,75.38,0,0,0
20170628,75.84,-1,0,0
20170629,74.4,0,0,0
20170630,74.47,0,0,0
20170703,74.53,1,1,0
20170705,74.61,-1,0,0
20170706,74.32,1,0,0
20170707,74.25,1,0,0
20170710,73.69,0,0,0
20170711,73.43,0,0,0
20170712,73.89,-1,0,0
20170713,73.48,0,0,0
20170714,73.93,-1,0,0
20170717,73.37,1,0,0
20170718,73.33,0,0,0
20170719,73.55,-1,0,0
20170720,73.59,0,0,0
20170721,73.42,0,0,0
20170724,72.64,0,0,0
20170725,72.24,1,1,1
20170726,71.73,0,0,0
20170727,73.96,-1,0,0
20170728,66.94,0,0,0
20170731,64.97,0,0,0
20170801,65.5,0,0,0
